url,molecule,html_file
https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=pDbMY4x34FwSugstABGr5A%3D%3D,Abiraterone,seed_pages/CM-8062-21-UG1.html
